"","start","end","today","city","park","sign_name","sign_hours","hours_list","sign1_map","sign1_vol","sign1_contact","sign1_multilang","sign1_fund_priv","sign1_fund_pub","sign2_PAyes","sign2_PAno","sign2_limituse","sign2_prohibitalcohol","sign2_prohibitdrugs","sign2_prohibittobacco","sign3_prohibitfoodbev","sign3_nopets","sign3_gensafe","safety_phone","safety_camera","mrkt_banners","mrkt_posters","mrkt_boards","amen1_bike","amen1_shelter","amen1_auditorium","amen1_class","amen1_gym","amen1_office","amen1_otherbuild","amen2_handicapaccess","amen2_vend","amen2_art","amen2_drink","amen2_water_dec","amen2_water_nat","amen2_fieldlight","amen2_pathlight","amen2_trash","amen2_petbags","amen3_bench","amen3_grill","amen3_orngarden","amen3_commgarden","amen3_trees","bath","bath_acc","parking","parking_fee","fenced_baseball","fenced_sportsfield","fenced_playarea","playarea_shade","playarea_surface","playarea_surface_otr","playarea_elements","playarea_elements_otr","pathsurface","geo_flat","geo_woods","hood","restype","commtype","near_school","near_library","near_hosp","near_childcare","st_hwy","st_lanes","st_bikelane","st_bus","entrances_num","entrances_xwalk","entrances_calming","playarea_structures"
"1","Apr 17, 2016 4:08:27 PM","Apr 17, 2016 4:14:10 PM","Apr 17, 2016","Albuquerque","al02","yes","yes","6AM TO 10PM","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","none","none","1","yes","yes","no","no","no","no","","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","few","no","","yes","no","no","no","yes","no","rubber sand","","climber house slide swing","Digger, math wheel, telephone game, seesaw, spring horse, zip line","none","yes","no","mix","","","no","no","no","no","no","1_2","no","no","mt4","many","none",9
"2","Apr 9, 2016 2:09:59 PM","Apr 9, 2016 2:19:32 PM","Apr 9, 2016","Albuquerque","al03","yes","yes","6AM-10PM","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","no","few","no","","yes","no","no","no","yes","no","mulch pavement","","climber house slide swing","","paved","yes","no","res","multi","","no","no","no","no","no","1_2","no","no","mt4","some","none",3
"3","May 15, 2016 10:11:53 AM","May 15, 2016 10:23:19 AM","May 15, 2016","Albuquerque","al04","yes","yes","6AM TO 10PM","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","none","none","none","yes","yes","no","no","no","no","","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","few","no","","yes","no","no","no","no","no","rubber sand","","climber slide","","paved","yes","no","res","sgl","","no","no","no","no","no","1_2","no","no","3","some","none",3
"4","May 22, 2016 12:39:05 PM","May 22, 2016 12:45:53 PM","May 22, 2016","Albuquerque","al05","yes","yes","6AM - 10PM","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","yes","yes","no","no","none","none","none","yes","yes","no","no","no","no","","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","many","no","","yes","no","no","no","yes","yes","pavement rubber","","climber slide swing","","none","somehills","yes","mix","","","no","no","no","no","no","1_2","no","no","3","many","some",2
"5","Jun 5, 2016 1:09:36 PM","Jun 5, 2016 4:12:20 PM","Jun 5, 2016","Albuquerque","al06","yes","yes","6AM TO 10PM","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes","yes","no","yes","none","none","none","yes","yes","no","no","no","no","","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","many","no","","no","","no","no","no","yes","pavement sand","","climber sand slide swing","Digger, and music station","none","yes","no","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","some","none",5
"6","Jun 12, 2016 10:12:49 AM","Jun 12, 2016 10:21:10 AM","Jun 12, 2016","Albuquerque","al07","yes","yes","6AM TO 10PM","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","none","none","1","yes","yes","no","no","no","no","","yes","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","many","no","","yes","no","no","no","yes","no","pavement","","climber slide spinner swing","","paved","yes","no","res","sgl","","yes","no","no","no","no","1_2","no","no","mt4","none","none",3
"7","Jun 19, 2016 10:29:23 AM","Jun 19, 2016 10:40:30 AM","Jun 19, 2016","Albuquerque","al08","yes","yes","6AM TO 10PM","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes","yes","no","no","none","none","2","yes","yes","no","no","no","no","","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","many","no","","yes","no","no","no","yes","no","mulch pavement sand","","climber slide spinner swing","Zip line","paved","somehills","no","res","sgl","","no","yes","no","no","no","3_4","yes","yes","mt4","some","none",4
"8","Jun 26, 2016 4:07:50 PM","Jun 26, 2016 4:19:20 PM","Jun 26, 2016","Albuquerque","al09","yes","yes","6AM TO 10PM","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","no","many","no","","no","","no","no","yes","no","mulch","","climber slide swing","Ropes","none","yes","no","res","sgl apt","","no","no","no","no","no","1_2","no","no","none","some","none",0
"9","Jul 9, 2016 2:21:45 PM","Jul 9, 2016 2:27:35 PM","Jul 9, 2016","Albuquerque","al10","yes","yes","6AM TO 10PM","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","many","no","","yes","no","no","no","no","yes","mulch","","climber house slide swing","Rock climbing wall","none","somehills","no","mix","","","no","no","no","no","no","3_4","no","yes","mt4","none","none",2
"10","Jul 31, 2016 2:02:24 PM","Jul 31, 2016 2:16:08 PM","Jul 31, 2016","Buffalo","bu01","yes","yes","DAWN TO DUSK","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","1","none","none","yes","yes","yes","no","no","no","Central building, always locked, purpose unclear","no","no","yes","no","no","yes","no","yes","yes","no","yes","yes","yes","no","few","no","","yes","no","no","no","","","","","","","paved","yes","no","ind","","","no","no","no","no","yes","3_4","no","no","1","some","some",NA
"11","May 14, 2016 12:14:31 PM","May 14, 2016 12:21:22 PM","May 14, 2016","Buffalo","bu02","yes","no","","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","yes","no","no","no","no","no","","no","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","few","no","","no","","no","no","","","","","","","paved","yes","no","res","sgl multi","","no","no","no","no","yes","1_2","yes","yes","mt4","some","none",NA
"12","May 21, 2016 8:59:13 AM","May 21, 2016 9:07:48 AM","May 21, 2016","Buffalo","bu03","no","yes","CLOSED BETWEEN DUSK AND SUNRISE","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","few","no","","yes","no","no","no","no","no","mulch","","climber slide swing","Bongos","none","yes","no","mix","","","no","no","no","no","no","1_2","no","yes","2","none","none",2
"13","Jul 17, 2016 1:58:52 PM","Jul 17, 2016 2:07:19 PM","Jul 17, 2016","Buffalo","bu04","yes","no","","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","many","no","","no","","no","no","","","","","","","none","yes","no","mix","","","yes","no","no","yes","no","1_2","yes","yes","none","some","none",NA
"14","Jul 10, 2016 2:01:37 PM","Jul 10, 2016 2:11:21 PM","Jul 10, 2016","Buffalo","bu06","yes","yes","OPEN FROM SUNRISE TO DUSK","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","none","1","none","no","no","no","no","no","no","Locker room/ club house","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","many","yes","no","yes","no","no","yes","","","","","","","none","somehills","yes","ind","","","no","no","no","no","no","3_4","no","no","1","some","none",NA
"15","Apr 30, 2016 11:48:03 AM","Apr 30, 2016 11:58:14 AM","Apr 30, 2016","Cleveland","cl01","yes","yes","6AM TO 9 PM","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","none","none","none","yes","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","many","no","","no","","yes","no","yes","no","grass pavement sand","","climber slide swing","","none","somehills","no","mix","","","yes","no","yes","no","no","3_4","yes","no","none","some","none",4
"16","Jun 18, 2016 6:20:39 AM","Jun 18, 2016 6:34:50 AM","Jun 18, 2016","Cleveland","cl02","yes","no","","no","yes","no","no","no","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no","none","mt5","3_4","no","no","no","yes","yes","yes","","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","few","yes","yes","yes","no","no","no","yes","no","pavement rubber","","climber slide","Tic tac  toe, abacus","none","yes","no","mix","","","no","no","no","no","no","3_4","no","no","1","some","none",0
"17","May 14, 2016 11:56:51 AM","May 14, 2016 12:03:08 PM","May 14, 2016","Cleveland","cl03","no","yes","6TH TO 9PM","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","few","no","","no","","no","no","yes","no","grass pavement rubber","","climber sand slide swing","","none","yes","no","res","sgl apt","","no","no","no","no","yes","1_2","no","no","1","none","none",4
"18","Jun 4, 2016 6:33:55 AM","Jun 4, 2016 6:44:02 AM","Jun 4, 2016","Cleveland","cl04","yes","yes","6:00AM-9:00PM","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","1","mt5","2","yes","no","no","yes","yes","yes","","no","yes","yes","yes","no","no","yes","yes","yes","no","yes","no","no","no","many","yes","no","yes","no","yes","yes","yes","no","pavement rubber","","climber slide swing","No","none","somehills","no","mix","","","yes","no","no","yes","no","5_6","no","yes","none","none","none",3
"19","Jun 26, 2016 11:11:19 AM","Jun 26, 2016 11:23:01 AM","Jun 26, 2016","Cleveland","cl06","yes","yes","6AM-9PM","no","no","no","no","no","no","no","yes","yes","no","no","yes","yes","yes","no","no","no","none","none","none","yes","yes","no","no","no","yes","","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","few","yes","yes","yes","no","yes","no","no","no","pavement rubber","","balance climber slide splash swing","","none","yes","no","res","sgl apt","","yes","no","no","no","yes","mt6","no","no","1","none","none",4
"20","Jun 18, 2016 12:06:04 PM","Jun 18, 2016 12:12:11 PM","Jun 18, 2016","Cleveland","cl07","yes","yes","6AM-9PM","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","none","1","none","no","no","no","no","no","no","","no","no","yes","no","no","no","no","yes","yes","no","yes","no","no","no","many","no","","yes","no","no","no","yes","no","pavement rubber","","climber slide swing","","none","yes","no","mix","","","no","no","no","no","no","1_2","no","no","none","some","none",2
"21","May 1, 2016 8:05:14 AM","May 1, 2016 8:14:34 AM","May 1, 2016","Cleveland","cl08","yes","yes","6AM-9PM","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","none","none","none","yes","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","few","no","","no","","yes","no","yes","no","grass pavement rubber","","climber slide swing","","paved","yes","no","mix","","","no","no","no","no","no","1_2","no","no","mt4","none","none",3
"22","Jun 11, 2016 6:55:54 AM","Jun 11, 2016 7:11:59 AM","Jun 11, 2016","Cleveland","cl09","yes","yes","6AM -9PM","no","yes","yes","yes","no","yes","yes","no","yes","yes","yes","yes","no","no","no","yes","yes","2","mt5","mt5","yes","no","no","yes","yes","yes","","no","yes","yes","yes","yes","no","no","no","yes","no","yes","no","no","no","few","yes","yes","yes","no","yes","yes","yes","yes","pavement rubber","","climber house slide spinner splash swing","","paved","somehills","no","comm","","smr","yes","no","no","no","yes","3_4","yes","yes","3","some","none",3
"23","May 1, 2016 2:28:18 PM","May 1, 2016 2:34:43 PM","May 1, 2016","Columbus","co01","no","no","","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","many","no","","yes","no","no","no","yes","no","mulch","","balance climber tube slide spinner swing","","paved","manyhills","yes","res","sgl","","yes","no","no","no","no","1_2","no","no","mt4","none","none",0
"24","May 10, 2016 3:12:47 PM","May 10, 2016 3:24:38 PM","May 10, 2016","Columbus","co02","yes","no","","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","none","none","none","no","no","no","no","no","no","Concession stands bathrooms","no","no","yes","yes","no","no","yes","yes","yes","no","yes","no","no","no","few","yes","yes","yes","no","yes","no","no","no","mulch","","climber slide swing","","paved","yes","no","res","sgl","","no","no","no","yes","no","1_2","no","no","mt4","none","none",0
"25","May 22, 2016 2:11:03 PM","May 22, 2016 2:21:36 PM","May 22, 2016","Columbus","co03","no","yes","CLOSED 11:00 PM - 5:00 AM","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","many","no","","no","","no","no","yes","no","sand","","balance tube house slide swing","","none","yes","yes","res","sgl","","no","no","no","no","no","1_2","no","no","none","none","none",1
"26","Jun 5, 2016 2:27:07 PM","Jun 5, 2016 2:42:11 PM","Jun 5, 2016","Columbus","co04","no","yes","CLOSED FROM 11PM TO 5 AM","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","few","yes","no","no","","yes","no","yes","no","sand","","climber tube sand slide","","none","somehills","no","mix","","","no","no","no","no","no","1_2","no","yes","3","some","none",0
"27","Aug 7, 2016 2:13:25 PM","Aug 7, 2016 2:20:19 PM","Aug 7, 2016","Columbus","co05","yes","yes","5 AM TO 11 PM","no","no","no","no","no","yes","no","yes","no","yes","no","yes","no","yes","no","no","no","none","none","1","no","yes","no","no","no","no","Concession","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","many","yes","yes","yes","no","yes","no","yes","no","sand","","climber tube slide spinner","","none","somehills","yes","mix","","","yes","no","no","yes","no","1_2","yes","yes","mt4","some","none",0
"28","Aug 21, 2016 2:10:49 PM","Aug 21, 2016 2:28:07 PM","Aug 21, 2016","Columbus","co06","no","yes","5AM TO 11PM","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","none","none","none","no","yes","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","few","yes","no","no","","yes","no","yes","no","rubber sand","","climber slide swing","Teter toter","none","somehills","no","mix","","","no","no","no","no","no","3_4","no","yes","none","none","none",6
"29","May 7, 2016 10:22:11 AM","May 7, 2016 10:30:18 AM","May 7, 2016","Dallas","da01","yes","yes","5AM - 11PM","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","many","no","","yes","no","no","no","no","yes","mulch","","climber slide swing","","paved","somehills","yes","res","sgl apt","","no","no","no","no","no","1_2","no","no","1","none","none",2
"30","Apr 10, 2016 2:07:53 PM","Apr 10, 2016 2:44:21 PM","Apr 10, 2016","Dallas","da02","yes","yes","O500 TO 2300","no","no","yes","yes","no","no","no","yes","yes","yes","no","no","no","yes","yes","no","no","none","1","none","no","yes","no","no","no","no","","no","no","no","yes","no","no","yes","no","yes","yes","yes","no","no","no","few","no","","yes","no","no","no","no","yes","mulch","","climber tube slide spinner swing","Drums, interactive playstations","none","somehills","yes","res","sgl","","no","no","no","no","no","1_2","no","no","none","none","some",3
"31","May 1, 2016 12:11:15 PM","May 1, 2016 12:21:44 PM","May 1, 2016","Dallas","da03","yes","yes","11PM TO 5AM","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","few","no","","no","","no","yes","yes","no","mulch","","climber slide","","paved","somehills","no","mix","","","no","no","no","no","yes","5_6","no","yes","none","many","none",0
"32","Apr 23, 2016 11:50:13 AM","Apr 23, 2016 12:12:07 PM","Apr 23, 2016","Dallas","da04","yes","yes","5AM TO 11PM","no","no","yes","yes","no","no","no","no","yes","yes","yes","no","no","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","yes","no","no","yes","no","yes","no","yes","yes","no","no","many","yes","yes","yes","no","no","yes","no","no","mulch pavement","","climber slide splash swing","","none","yes","yes","comm","","lgr","no","no","no","no","yes","1_2","no","no","none","none","none",3
"33","May 1, 2016 3:19:02 PM","May 1, 2016 3:31:02 PM","May 1, 2016","Dallas","da05","yes","yes","5AM TO 11PM","no","no","yes","yes","no","no","no","no","no","yes","yes","yes","no","yes","no","no","no","none","none","none","yes","yes","no","no","no","no","","yes","no","no","yes","no","yes","no","yes","yes","no","yes","yes","no","no","many","no","","yes","no","no","no","yes","no","sand","","slide spinner swing","Play ground rockers","paved","somehills","yes","res","sgl","","no","no","no","no","no","3_4","no","no","3","some","none",22
"34","Jun 18, 2016 1:08:38 PM","Jun 18, 2016 3:15:19 PM","Jun 18, 2016","Dallas","da06","yes","no","","no","no","yes","yes","no","no","no","yes","no","yes","yes","yes","no","no","yes","yes","no","none","none","1","yes","yes","no","no","no","no","Pool house with restrooms","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","many","yes","no","yes","no","no","no","yes","no","mulch","","balance climber house slide swing","Tic tac toe spinning game","paved","somehills","yes","res","sgl","","no","no","no","no","no","1_2","no","no","2","some","none",13
"35","Apr 16, 2016 1:17:15 PM","Apr 16, 2016 1:28:46 PM","Apr 16, 2016","Dallas","da07","yes","yes","CLOSED MIDNIGHT TO 5AM","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","yes","no","yes","no","no","yes","no","yes","yes","no","no","many","no","","no","","no","no","yes","no","mulch","","swing","","paved","somehills","yes","res","sgl","","no","no","no","no","no","3_4","no","yes","none","some","none",0
"36","Apr 24, 2016 3:49:10 PM","Apr 24, 2016 4:08:06 PM","Apr 24, 2016","Dallas","da08","yes","yes","11PM TO 5AM","yes","no","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","few","no","","yes","no","no","no","","","","","","","none","somehills","no","res","sgl","","no","no","no","no","no","1_2","no","no","none","some","none",NA
"37","May 15, 2016 2:54:13 PM","May 15, 2016 3:06:30 PM","May 15, 2016","Dallas","da09","yes","yes","CLOSED 11PM TO 5AM","no","no","no","yes","no","no","no","yes","yes","yes","no","no","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","few","no","","no","","no","no","yes","no","mulch","","climber tube slide swing","","none","somehills","yes","res","sgl","","no","no","no","no","no","1_2","no","no","2","some","none",0
"38","May 22, 2016 2:55:25 PM","May 22, 2016 3:15:10 PM","May 22, 2016","Dallas","da10","yes","yes","5AM TO 11PM","no","no","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","Maintenance shed and pavilion with snack bar, bath","no","no","yes","yes","no","no","yes","yes","yes","no","yes","no","no","no","few","yes","yes","yes","no","yes","yes","yes","no","mulch pavement","","climber tube house slide swing","Playground rockers","paved","yes","no","res","sgl multi apt","","yes","no","no","yes","no","1_2","yes","no","none","some","some",21
"39","May 22, 2016 12:25:31 PM","May 22, 2016 1:00:26 PM","May 22, 2016","Dallas","da11","yes","yes","5 AM - 11 PM","no","no","yes","yes","no","yes","no","no","yes","yes","no","no","no","yes","yes","no","no","2","3_4","none","no","no","no","no","no","no","","no","no","no","yes","no","yes","no","yes","yes","no","yes","yes","no","no","many","no","","no","","no","no","yes","yes","mulch","","climber slide","Playhorse-type car (bouncing spring-picture taken)","paved","somehills","yes","res","sgl","","no","no","no","no","no","5_6","no","yes","none","some","none",1
"40","Jun 5, 2016 3:08:34 PM","Jun 5, 2016 3:16:46 PM","Jun 5, 2016","Dallas","da12","yes","no","","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","no","no","no","yes","no","no","yes","yes","yes","no","yes","yes","yes","no","few","no","","no","","no","no","yes","no","mulch pavement","","climber house slide swing","Mini rock climbing wall","paved","manyhills","no","mix","","","yes","no","no","no","no","3_4","no","yes","none","none","some",11
"41","Jun 19, 2016 11:56:50 AM","Jun 19, 2016 12:19:28 PM","Jun 19, 2016","Dallas","da13","yes","yes","CLOSED 11PM TO 6AM","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","few","no","","no","","no","yes","yes","no","mulch","","climber tube slide splash","","paved","somehills","no","res","sgl","","yes","no","no","no","no","1_2","no","no","none","many","none",0
"42","Jun 4, 2016 1:02:20 PM","Jun 4, 2016 1:22:44 PM","Jun 4, 2016","Dallas","da14","yes","yes","5 AM TO 11PM","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","yes","yes","no","yes","yes","yes","yes","no","yes","no","yes","no","many","yes","yes","yes","no","yes","no","yes","no","mulch pavement","","balance climber tube spinner swing","","none","somehills","yes","res","sgl","","no","no","no","no","no","3_4","no","yes","3","many","none",3
"43","May 8, 2016 2:12:23 PM","May 8, 2016 2:22:12 PM","May 8, 2016","Flint","fl01","yes","yes","6AM-10PM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","no","many","no","","no","","no","no","no","yes","dirt grass mulch pavement","","balance climber house slide spinner swing","","none","somehills","no","res","sgl","","yes","no","no","no","no","1_2","no","no","none","some","none",13
"44","May 22, 2016 2:04:49 PM","May 22, 2016 2:11:25 PM","May 22, 2016","Flint","fl02","no","no","","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","few","no","","no","","yes","no","yes","no","grass pavement","Weeds","balance climber swing","","none","yes","no","res","sgl","","no","no","no","no","no","1_2","no","yes","none","many","none",3
"45","Jun 12, 2016 2:10:28 PM","Jun 12, 2016 2:20:01 PM","Jun 12, 2016","Flint","fl04","yes","yes","6AM-10PM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","yes","yes","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","yes","yes","no","few","no","","no","","no","no","no","yes","grass mulch pavement sand","","climber tube sand slide swing","","none","somehills","no","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","some","none",11
"46","Jun 5, 2016 2:08:02 PM","Jun 5, 2016 2:15:32 PM","Jun 5, 2016","Flint","fl05","yes","yes","6 TO 10","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","yes","yes","no","few","no","","yes","no","no","no","no","no","dirt mulch","","balance climber spinner swing","","none","yes","no","ind","","","no","no","no","no","no","1_2","no","yes","none","none","none",8
"47","May 8, 2016 2:06:58 PM","May 8, 2016 2:14:56 PM","May 8, 2016","Fresno","fr01","no","no","","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","yes","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","many","no","","no","","no","no","","","","","","","none","yes","no","comm","","off","no","yes","no","no","no","3_4","no","yes","none","some","none",NA
"48","May 1, 2016 4:56:38 PM","May 2, 2016 1:19:12 PM","May 1, 2016","Fresno","fr02","no","yes","6AM TO 10 PM","no","no","no","no","no","no","no","yes","no","yes","yes","yes","no","yes","yes","no","no","none","none","none","yes","no","no","no","no","no","","no","no","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","few","yes","yes","yes","no","yes","yes","","","","","","","none","yes","no","res","sgl multi","","yes","no","no","no","no","1_2","no","yes","mt4","some","none",NA
"49","Apr 24, 2016 2:32:23 PM","Apr 24, 2016 2:44:44 PM","Apr 24, 2016","Fresno","fr03","yes","yes","EVERY DAY FROM 8 AM TO 10 PM","no","no","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","1","mt5","2","yes","no","no","yes","no","yes","","no","no","yes","yes","no","no","yes","yes","yes","no","yes","yes","no","yes","many","yes","no","yes","no","yes","yes","yes","yes","mulch","","climber slide","","none","yes","no","mix","","","no","no","no","no","no","3_4","no","yes","none","some","none",1
"50","Jun 4, 2016 5:25:13 PM","Jun 4, 2016 5:36:30 PM","Jun 5, 2016","Fresno","fr04","yes","no","","no","yes","no","yes","no","yes","no","yes","yes","yes","yes","yes","no","yes","yes","no","yes","1","none","none","yes","yes","no","yes","no","yes","","no","no","no","yes","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","no","yes","no","no","no","yes","yes","mulch","","slide","","none","yes","no","mix","","","yes","yes","no","yes","no","1_2","no","no","1","many","none",2
"51","May 24, 2016 2:59:03 PM","May 24, 2016 4:00:40 PM","May 24, 2016","Fresno","fr05","yes","yes","6AM- 10 PM","no","no","no","no","yes","no","yes","no","yes","yes","yes","yes","no","yes","yes","no","no","1","2","none","yes","yes","no","no","no","no","","yes","no","yes","yes","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","yes","yes","no","no","no","yes","yes","pavement rubber sand","","climber sand slide swing","","paved","yes","no","res","sgl apt","","no","no","no","no","no","1_2","yes","yes","2","some","some",2
"52","May 17, 2016 3:02:05 PM","May 17, 2016 3:09:13 PM","May 17, 2016","Fresno","fr06","yes","yes","6 AM TO 10 PM","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","yes","no","no","yes","none","none","none","yes","yes","no","no","no","no","","no","no","no","yes","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","yes","yes","no","yes","yes","yes","yes","pavement rubber sand","","balance climber tube sand slide swing","","paved","yes","no","res","sgl","","no","no","no","no","no","3_4","yes","yes","mt4","some","some",2
"53","May 8, 2016 11:18:05 AM","May 8, 2016 11:28:59 AM","May 8, 2016","Gainesville","ga01","yes","yes","DAWN TO 1130","no","no","yes","no","yes","no","no","no","yes","yes","yes","yes","no","yes","yes","no","no","3_4","1","none","no","yes","no","no","no","no","Storage","no","no","no","yes","no","no","yes","no","yes","yes","yes","yes","no","no","many","yes","yes","yes","no","yes","no","no","no","mulch pavement","","climber tube house slide spinner swing","Climbing wall","none","yes","yes","res","sgl","","no","no","no","no","no","3_4","yes","yes","mt4","none","none",4
"54","May 22, 2016 2:23:52 PM","May 22, 2016 2:32:49 PM","May 22, 2016","Gainesville","ga02","yes","yes","DAWN TO DUSK","no","no","yes","no","no","no","no","yes","no","yes","yes","no","no","yes","yes","no","no","none","none","1","yes","yes","no","no","no","no","","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","many","no","","yes","no","no","no","yes","no","dirt","","swing","","paved","somehills","yes","mix","","","no","no","no","no","no","3_4","yes","no","mt4","some","none",1
