"","start","end","today","city","park","sign_name","sign_hours","hours_list","sign1_map","sign1_vol","sign1_contact","sign1_multilang","sign1_fund_priv","sign1_fund_pub","sign2_PAyes","sign2_PAno","sign2_limituse","sign2_prohibitalcohol","sign2_prohibitdrugs","sign2_prohibittobacco","sign3_prohibitfoodbev","sign3_nopets","sign3_gensafe","safety_phone","safety_camera","mrkt_banners","mrkt_posters","mrkt_boards","amen1_bike","amen1_shelter","amen1_auditorium","amen1_class","amen1_gym","amen1_office","amen1_otherbuild","amen2_handicapaccess","amen2_vend","amen2_art","amen2_drink","amen2_water_dec","amen2_water_nat","amen2_fieldlight","amen2_pathlight","amen2_trash","amen2_petbags","amen3_bench","amen3_grill","amen3_orngarden","amen3_commgarden","amen3_trees","bath","bath_acc","parking","parking_fee","fenced_baseball","fenced_sportsfield","fenced_playarea","playarea_shade","playarea_surface","playarea_surface_otr","playarea_elements","playarea_elements_otr","pathsurface","geo_flat","geo_woods","hood","restype","commtype","near_school","near_library","near_hosp","near_childcare","st_hwy","st_lanes","st_bikelane","st_bus","entrances_num","entrances_xwalk","entrances_calming","playarea_structures"
"159","Jun 5, 2016 2:56:01 PM","Jun 5, 2016 2:58:41 PM","Jun 5, 2016","Topeka","to05","yes","no","","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","few","no","","yes","no","no","no","no","no","grass","","climber slide swing","","none","yes","no","res","sgl","","no","no","no","no","no","1_2","no","no","none","none","none",1
"160","May 15, 2016 3:01:09 PM","May 15, 2016 3:05:50 PM","May 15, 2016","Topeka","to06","yes","yes","6AM TO 11PM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","few","no","","yes","no","no","no","","","","","","","none","yes","no","mix","","","no","no","no","no","yes","1_2","yes","yes","none","none","none",NA
"161","Jun 14, 2016 12:34:16 PM","Jun 14, 2016 12:44:01 PM","Jun 14, 2016","Topeka","to07","yes","yes","6AM TO 11PM","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","yes","no","yes","no","no","2","mt5","2","yes","yes","no","yes","yes","yes","Storage shed","yes","yes","yes","yes","yes","yes","yes","no","yes","no","yes","yes","no","no","many","yes","yes","yes","no","no","yes","yes","no","mulch rubber","","climber slide spinner swing","","paved","somehills","no","res","sgl apt","","yes","no","no","no","no","1_2","no","no","none","some","some",6
"162","Jun 26, 2016 2:51:01 PM","Jun 26, 2016 2:55:26 PM","Jun 26, 2016","Topeka","to08","yes","yes","6AM TO 11PM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","no","no","yes","no","no","yes","no","no","yes","no","yes","yes","no","no","many","no","","no","","no","no","no","yes","grass mulch rubber","","balance climber house slide swing","","none","somehills","yes","res","sgl","","no","no","no","no","no","1_2","no","no","none","some","none",6
"163","Apr 9, 2016 5:23:32 PM","Apr 9, 2016 5:34:03 PM","Apr 10, 2016","Victorville","vi01","yes","yes","8AM-10PM","no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","none","none","1","no","yes","no","no","no","no","Restroom and storage","yes","no","no","yes","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","yes","yes","no","no","no","no","no","mulch","","balance climber slide swing","","paved","manyhills","no","res","sgl","","no","no","no","no","no","1_2","no","no","3","some","none",2
"164","May 7, 2016 3:40:06 PM","May 7, 2016 3:47:30 PM","May 7, 2016","Victorville","vi02","yes","yes","8AM-10PM","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","1","no","yes","no","no","no","no","","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","many","yes","no","yes","no","no","no","no","no","dirt grass sand","","swing","","none","manyhills","no","mix","","","no","no","no","no","yes","3_4","no","no","3","none","none",1
"165","Apr 26, 2016 2:18:50 PM","Apr 26, 2016 2:32:21 PM","Apr 26, 2016","Victorville","vi03","yes","yes","8AM-10PM","no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","yes","yes","no","yes","none","none","1","yes","no","no","no","no","no","Storage","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","no","many","yes","yes","yes","no","no","no","no","no","mulch pavement","","climber house slide swing","","none","somehills","no","res","sgl","","yes","no","no","no","no","5_6","no","yes","none","many","none",3
"166","May 3, 2016 2:41:41 PM","May 3, 2016 2:53:47 PM","May 3, 2016","Victorville","vi04","yes","yes","8AM TO 10PM","no","no","yes","yes","yes","no","no","yes","yes","no","no","no","no","no","no","yes","no","none","none","1","yes","yes","no","no","no","yes","Storage","no","no","no","yes","no","no","yes","yes","yes","no","yes","yes","no","no","few","yes","yes","yes","no","yes","no","no","no","mulch","","climber slide spinner swing","","none","yes","no","res","sgl","","yes","no","no","no","no","1_2","no","no","none","many","none",3
"167","Jul 19, 2016 5:26:10 PM","Jul 19, 2016 5:42:42 PM","Jul 20, 2016","Waco","wa01","yes","yes","6AM-12PM","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","no","no","yes","no","no","yes","no","yes","yes","no","no","few","no","","yes","no","yes","no","yes","no","dirt mulch","Rock","balance climber slide","","paved","somehills","no","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","some","some",1
"168","May 15, 2016 3:49:20 PM","May 15, 2016 3:59:28 PM","May 15, 2016","Waco","wa02","yes","yes","6AM TO MIDNIGHT","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","Restroom","yes","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","many","yes","yes","yes","no","yes","no","yes","yes","mulch pavement","","climber slide spinner splash swing","","paved","yes","no","mix","","","yes","no","no","yes","no","1_2","no","yes","mt4","many","none",33
"169","May 24, 2016 11:52:54 AM","May 24, 2016 12:16:17 PM","May 24, 2016","Waco","wa03","yes","yes","6AM-12AM","no","no","yes","no","yes","yes","no","no","no","yes","no","no","yes","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","no","yes","no","no","no","yes","no","yes","yes","no","no","many","no","","yes","yes","yes","no","yes","yes","mulch rubber","","balance climber slide splash swing","","paved","yes","no","res","sgl","","yes","no","no","no","no","1_2","no","yes","mt4","many","none",3
"170","Jun 14, 2016 12:22:05 PM","Jun 14, 2016 12:37:44 PM","Jun 14, 2016","Waco","wa04","yes","yes","6AM TO 12 MIDNIGHT","no","no","yes","no","yes","yes","no","no","yes","no","no","no","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","no","many","no","","no","","no","no","yes","yes","mulch sand","","balance climber tube house sand slide splash swing","","paved","yes","no","mix","","","yes","yes","no","yes","no","1_2","no","no","mt4","some","none",7
"171","May 7, 2016 11:22:28 AM","May 7, 2016 11:29:03 AM","May 7, 2016","Westminster","we01","yes","yes","CLOSED 11 PM TO SUNRISE","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","yes","no","no","none","none","none","no","yes","no","no","no","no","","no","no","no","yes","no","no","no","no","yes","yes","yes","yes","no","no","few","yes","yes","yes","no","yes","yes","yes","yes","rubber","","balance climber sand slide spinner swing","Really unique spinning structure heavily used","none","somehills","no","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","none","none",10
"172","May 17, 2016 7:15:59 AM","May 17, 2016 7:20:51 AM","May 17, 2016","Westminster","we02","yes","yes","SUNRUSE-11PM","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","few","no","","no","","no","no","yes","no","sand","","climber slide swing","","unpaved","somehills","no","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","none","none",2
"173","Jun 19, 2016 1:13:49 PM","Jun 19, 2016 1:18:12 PM","Jun 19, 2016","Westminster","we03","yes","yes","SURISE TO 11 PM","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","yes","yes","yes","no","no","yes","yes","yes","yes","no","no","no","many","yes","yes","yes","no","no","yes","yes","yes","rubber","","climber tube slide","Balance equipment","none","yes","no","comm","","smr","yes","yes","no","no","yes","3_4","no","no","mt4","some","none",1
"174","May 22, 2016 3:37:47 PM","May 22, 2016 3:45:24 PM","May 22, 2016","Westminster","we04","yes","yes","SUNRISE TO 11:00 PM","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","no","no","no","yes","no","no","no","yes","yes","yes","yes","no","no","no","many","yes","yes","yes","no","yes","yes","yes","yes","mulch","","balance climber tube house slide","Tractor","none","somehills","yes","res","sgl","","yes","no","no","no","no","1_2","no","no","mt4","some","none",3
"175","Jun 4, 2016 11:33:49 AM","Jun 4, 2016 11:41:21 AM","Jun 4, 2016","Westminster","we05","yes","yes","SUNRISE-11PM","no","no","yes","yes","no","yes","no","yes","yes","yes","no","yes","no","yes","no","no","no","none","2","none","yes","yes","yes","no","no","no","","yes","no","no","yes","yes","no","no","yes","yes","yes","yes","no","no","no","none","yes","yes","yes","no","no","no","yes","yes","rubber","","balance climber tube house slide spinner splash","","paved","somehills","no","mix","","","no","no","no","no","no","1_2","no","no","mt4","none","none",36
"176","Jun 11, 2016 8:15:15 AM","Jun 11, 2016 8:23:20 AM","Jun 11, 2016","Westminster","we06","yes","yes","SUNRISE TO 11PM","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","yes","no","no","no","no","yes","yes","yes","no","no","no","many","no","","no","","yes","no","yes","yes","rubber","","tube sand slide swing","","paved","somehills","no","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","none","none",3
"177","Apr 10, 2016 11:39:07 AM","Apr 10, 2016 11:59:12 AM","Apr 10, 2016","Winston Salem","ws01","no","yes","DAWN TO 10:30","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","none","none","none","yes","yes","no","no","no","no","","yes","no","no","yes","no","yes","no","no","yes","no","yes","yes","no","no","many","no","","yes","no","no","no","yes","no","mulch","","balance climber slide","","paved","somehills","yes","res","multi","","no","no","no","no","no","1_2","no","yes","mt4","some","none",3
"178","Apr 19, 2016 11:11:53 AM","Apr 19, 2016 11:28:58 AM","Apr 19, 2016","Winston Salem","ws02","yes","yes","PARK:DAWN-10:30PM RECCENTER 9AM-9PM","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","no","no","yes","yes","no","no","none","mt5","3_4","yes","yes","no","yes","no","yes","","yes","yes","no","yes","no","no","yes","no","yes","no","yes","yes","no","no","few","yes","yes","yes","no","no","yes","no","yes","mulch","","balance climber tube house slide swing","","unpaved","somehills","yes","res","sgl","","no","no","no","no","yes","1_2","no","no","1","none","some",3
"179","May 12, 2016 9:17:52 AM","May 12, 2016 9:31:08 AM","May 12, 2016","Winston Salem","ws03","yes","yes","DAWN-10:30PM","yes","no","no","no","yes","yes","yes","no","no","yes","yes","no","no","yes","yes","no","no","none","mt5","3_4","yes","yes","no","yes","yes","yes","","yes","yes","no","yes","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","yes","yes","yes","yes","yes","yes","yes","pavement","","balance climber","0","unpaved","somehills","yes","res","multi","","yes","yes","no","yes","no","1_2","no","yes","1","some","some",3
"180","May 3, 2016 11:08:27 AM","May 3, 2016 11:20:38 AM","May 3, 2016","Winston Salem","ws04","yes","yes","DAWN-10:30PM","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","none","none","none","no","no","no","no","no","no","Restroom","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","many","yes","no","no","","yes","yes","","","","","","","unpaved","somehills","yes","res","multi","","yes","no","no","no","no","1_2","no","no","2","some","some",NA
"181","May 1, 2016 11:11:02 AM","May 1, 2016 2:20:53 PM","May 1, 2016","Yonkers","yo01","yes","yes","8:00AM - SUNSET","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","no","yes","yes","no","no","1","none","none","no","yes","no","no","no","no","Multipurpose garage and storage building","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","no","no","few","no","","yes","no","no","no","no","yes","rubber","","balance climber tube house slide swing","Monkey bars","none","somehills","no","res","sgl multi apt","","yes","no","no","no","no","1_2","no","no","3","some","none",3
"182","May 7, 2016 12:05:33 PM","May 7, 2016 12:14:01 PM","May 7, 2016","Yonkers","yo02","yes","yes","8:00AM-SUNSET","no","no","no","yes","no","no","no","yes","yes","yes","no","yes","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","few","yes","yes","no","","no","no","no","yes","mulch","","balance climber tube house slide swing","Monkey bars","none","yes","no","res","sgl","","no","no","no","no","no","1_2","no","no","3","some","none",3
"183","May 17, 2016 8:15:09 AM","May 17, 2016 11:22:58 AM","May 17, 2016","Yonkers","yo03","yes","yes","8AM TO SUNSET","no","no","no","yes","yes","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","yes","mt5","none","none","no","no","no","no","no","no","Garage/storage/bathroom/multipurpose  building","no","no","yes","no","no","no","no","no","yes","no","yes","no","yes","no","few","yes","no","yes","no","yes","no","no","yes","mulch","","climber house slide swing","Monkey bars, wobbly  bridge, zip line simulator, tic tax toe board, steering wheels","none","yes","no","res","sgl","","yes","no","no","no","no","1_2","no","no","mt4","none","none",4
"184","May 24, 2016 8:51:41 AM","May 24, 2016 9:12:18 AM","May 24, 2016","Yonkers","yo04","yes","yes","8AM TO SUNSET","no","no","no","yes","no","no","no","yes","yes","yes","no","yes","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","many","no","","no","","no","no","no","no","mulch","","balance climber tube house slide swing","Monkey bars, Rock climbing wall, Fire pole, Standing swing.","none","yes","no","mix","","","no","no","no","no","yes","3_4","no","yes","1","some","none",4
"185","May 1, 2016 1:09:00 PM","May 1, 2016 1:20:00 PM","May 1, 2016","Albuquerque","al01","yes","yes","6AM TO 10PM","no","no","yes","no","no","no","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","none","2","1","no","yes","no","no","no","no","","yes","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","few","no","","yes","yes","no","no","yes","yes","grass mulch pavement sand","","balance climber house tube sand slide swing","","paved","somehills","yes","res","sgl","","no","yes","no","no","no","1_2","no","no","mt4","many","none",2
"186","Jun 25, 2016 8:51:00 AM","Jun 25, 2016 9:01:00 AM","Jun 25, 2016","Buffalo","bu05","yes","yes","CLOSED 10PM TO SUNRISE","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","yes","no","no","mt5","none","none","yes","yes","no","no","no","yes","Concession stand / bathrooms / pool house","yes","yes","no","no","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","yes","yes","no","yes","no","no","no","mulch","","climber tube house slide spinner swing","puzzles caterpiller bars jungle gym","paved","somehills","no","mix","","","yes","no","no","yes","no","1_2","no","yes","mt4","some","some",4
"187","Jul 10, 2016 2:05:00 PM","Jul 10, 2016 2:16:00 PM","Jul 10, 2016","Manchester","ma02","yes","yes","SUNRISE TO 8PM","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","none","none","1","no","yes","no","no","no","yes","","no","no","no","no","no","yes","no","yes","yes","yes","yes","no","no","no","many","yes","yes","yes","no","no","no","yes","yes","mulch","","climber slide","","none","somehills","yes","res","sgl","","no","no","no","no","no","1_2","no","no","2","some","none",3
"188","Jul 9, 2016 9:24:00 AM","Jul 9, 2016 9:33:00 AM","Jul 9, 2016","New York","ny05","yes","yes","7AM-12AM","yes","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","mt5","3_4","mt5","yes","yes","no","no","no","yes","","yes","no","yes","yes","yes","yes","no","yes","yes","yes","yes","no","yes","no","many","yes","yes","no","","no","yes","yes","yes","dirt grass mulch pavement rubber sand","","balance climber sand slide splash swing","","paved","somehills","no","res","apt","","no","no","no","no","yes","3_4","yes","yes","mt4","some","none",5
"189","Apr 19, 2016 8:38:00 PM","Apr 19, 2016 8:42:00 PM","Apr 30, 2016","New York","ny12","yes","no","","no","no","yes","yes","no","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","none","none","none","yes","no","no","no","no","no","","yes","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","few","no","","no","","yes","yes","no","no","pavement rubber","","balance","","none","yes","no","res","sgl multi apt","","yes","no","no","yes","no","1_2","no","yes","mt4","none","none",0
"190","Jun 14, 2016 5:45:00 AM","Jun 14, 2016 6:11:00 AM","Jun 14, 2016","New York","ny13","yes","yes","CLOSE AT 10PM","no","no","no","yes","no","no","no","yes","yes","yes","yes","yes","no","yes","no","no","yes","none","none","none","yes","no","no","no","no","no","There is a recreation center","yes","no","yes","yes","yes","no","yes","yes","yes","no","yes","no","yes","no","many","yes","yes","no","","yes","yes","yes","no","rubber","","slimber tube house slide spinner swing","Musical pad, echo chamber, sound amplification tubes","none","somehills","no","res","apt","","yes","no","no","no","no","1_2","yes","yes","mt4","many","some",4
"191","Jun 25, 2016 9:46:00 AM","Jun 25, 2016 9:50:00 AM","Jun 25, 2016","New York","ny16","yes","yes","M-F 8:30-9:30 WEEKEND   8TH TO 4PM","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","no","yes","mt5","3_4","3_4","yes","yes","no","yes","yes","yes","Computer resource room","yes","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","many","yes","yes","no","","no","yes","yes","yes","dirt grass pavement rubber","","balance climber tube house slide spinner swing","Spinning log, climbing spider Web","paved","manyhills","yes","mix","","","yes","yes","no","no","no","1_2","yes","yes","mt4","many","some",5
"192","Jun 14, 2016 12:52:00 PM","Jun 14, 2016 1:04:00 PM","Jun 14, 2016","Pueblo","pu04","yes","no","","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","many","no","","no","","no","no","yes","yes","grass pavement rubber","Gravel","climber tube slide swing","rock wall  voice tube teeter totter","none","somehills","yes","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","none","none",3
